"","Species","Distrib","NorthernLatitude","SouthernLatitude","WesternLongitude","EasternLongitude","LifeSpan","DemersPelag","DepthShallow","DepthDeep","Migratory","FertilizationType","SpawningFreq","FoodTroph","SpawningGround","Spawningarea","MaturityAge","MaturityLocality"
"2276","Zeus faber","Pacific, Western Central",20,25,98,175,12,"benthopelagic",50,150,"oceanodromous","external",NA,4.23999977111816,"coastal","Bay of Biscay, western part of the English Channel",NA,NA
"2277","Zeus faber","Pacific, Southwest",25,60,150,120,12,"benthopelagic",50,150,"oceanodromous","external",NA,4.23999977111816,"coastal","Bay of Biscay, western part of the English Channel",NA,NA
"2278","Pollachius pollachius","Atlantic, Northeast",90,36,42,69,8,"benthopelagic",40,100,"oceanodromous","external",NA,3.91,NA,"Northeast Atlantic",3,"Western Channel/Celtic Sea"
"2279","Scyliorhinus canicula","Atlantic, Northeast",90,36,42,69,12,"demersal",80,100,NA,"internal (oviduct)",NA,3.67,"coastal","Eastern North Atlantic",5,"North Sea"
"2280","Scyliorhinus canicula","Atlantic, Eastern Central",36,6,40,13,12,"demersal",80,100,NA,"internal (oviduct)",NA,3.67,"coastal","Eastern North Atlantic",5,"North Sea"
"2281","Scyliorhinus canicula","Mediterranean and Black Sea",49,30,7,42,12,"demersal",80,100,NA,"internal (oviduct)",NA,3.67,"coastal","Eastern North Atlantic",5,"North Sea"
"2282","Raja clavata","Atlantic, Northeast",90,36,42,69,15,"demersal",NA,NA,NA,"internal (oviduct)",NA,4.15,NA,NA,10,"North Sea"
"2283","Raja clavata","Atlantic, Northeast",90,36,42,69,15,"demersal",NA,NA,NA,"internal (oviduct)",NA,4.15,NA,NA,9,"North Sea"
"2284","Raja clavata","Atlantic, Northeast",90,36,42,69,15,"demersal",NA,NA,NA,"internal (oviduct)",NA,4.15,NA,NA,7,"North Sea"
"2285","Raja clavata","Atlantic, Eastern Central",36,6,40,13,15,"demersal",NA,NA,NA,"internal (oviduct)",NA,4.15,NA,NA,10,"North Sea"
"2286","Raja clavata","Atlantic, Eastern Central",36,6,40,13,15,"demersal",NA,NA,NA,"internal (oviduct)",NA,4.15,NA,NA,9,"North Sea"
"2287","Raja clavata","Atlantic, Eastern Central",36,6,40,13,15,"demersal",NA,NA,NA,"internal (oviduct)",NA,4.15,NA,NA,7,"North Sea"
"2288","Raja clavata","Mediterranean and Black Sea",49,30,7,42,15,"demersal",NA,NA,NA,"internal (oviduct)",NA,4.15,NA,NA,10,"North Sea"
"2289","Raja clavata","Mediterranean and Black Sea",49,30,7,42,15,"demersal",NA,NA,NA,"internal (oviduct)",NA,4.15,NA,NA,9,"North Sea"
"2290","Raja clavata","Mediterranean and Black Sea",49,30,7,42,15,"demersal",NA,NA,NA,"internal (oviduct)",NA,4.15,NA,NA,7,"North Sea"
"2291","Raja clavata","Atlantic, Southeast",6,50,20,30,15,"demersal",NA,NA,NA,"internal (oviduct)",NA,4.15,NA,NA,10,"North Sea"
"2292","Raja clavata","Atlantic, Southeast",6,50,20,30,15,"demersal",NA,NA,NA,"internal (oviduct)",NA,4.15,NA,NA,9,"North Sea"
"2293","Raja clavata","Atlantic, Southeast",6,50,20,30,15,"demersal",NA,NA,NA,"internal (oviduct)",NA,4.15,NA,NA,7,"North Sea"
"2294","Raja clavata","Indian Ocean, Western",30,45,30,80,15,"demersal",NA,NA,NA,"internal (oviduct)",NA,4.15,NA,NA,10,"North Sea"
"2295","Raja clavata","Indian Ocean, Western",30,45,30,80,15,"demersal",NA,NA,NA,"internal (oviduct)",NA,4.15,NA,NA,9,"North Sea"
"2296","Raja clavata","Indian Ocean, Western",30,45,30,80,15,"demersal",NA,NA,NA,"internal (oviduct)",NA,4.15,NA,NA,7,"North Sea"
"2297","Chelidonichthys lucerna","Atlantic, Northeast",90,36,42,69,15,"demersal",NA,NA,NA,"external","one clear seasonal peak per year",3.58,NA,NA,NA,NA
"2298","Chelidonichthys lucerna","Atlantic, Eastern Central",36,6,40,13,15,"demersal",NA,NA,NA,"external","one clear seasonal peak per year",3.58,NA,NA,NA,NA
"2299","Chelidonichthys lucerna","Mediterranean and Black Sea",49,30,7,42,15,"demersal",NA,NA,NA,"external","one clear seasonal peak per year",3.58,NA,NA,NA,NA
"2300","Taurulus bubalis","Atlantic, Northeast",90,36,42,69,NA,"demersal",NA,NA,"non-migratory",NA,NA,3.59,NA,NA,NA,NA
"2301","Taurulus bubalis","Mediterranean and Black Sea",49,30,7,42,NA,"demersal",NA,NA,"non-migratory",NA,NA,3.59,NA,NA,NA,NA
"2302","Spondyliosoma cantharus","Atlantic, Northeast",90,36,42,69,NA,"benthopelagic",NA,NA,"oceanodromous","external","one clear seasonal peak per year",3.27,NA,NA,NA,NA
"2303","Spondyliosoma cantharus","Atlantic, Eastern Central",36,6,40,13,NA,"benthopelagic",NA,NA,"oceanodromous","external","one clear seasonal peak per year",3.27,NA,NA,NA,NA
"2304","Spondyliosoma cantharus","Mediterranean and Black Sea",49,30,7,42,NA,"benthopelagic",NA,NA,"oceanodromous","external","one clear seasonal peak per year",3.27,NA,NA,NA,NA
"2305","Spondyliosoma cantharus","Atlantic, Southeast",6,50,20,30,NA,"benthopelagic",NA,NA,"oceanodromous","external","one clear seasonal peak per year",3.27,NA,NA,NA,NA
"2306","Sardina pilchardus","Asia - Inland waters",54,10,25,155,15,"pelagic-neritic",25,100,"oceanodromous","external","Variable throughout range",2.94,NA,"English Channel",NA,NA
"2307","Sardina pilchardus","Asia - Inland waters",54,10,25,155,15,"pelagic-neritic",25,100,"oceanodromous","external","Variable throughout range",2.94,"coastal","North Sea",NA,NA
"2308","Sardina pilchardus","Europe - Inland waters",81,35,31,33,15,"pelagic-neritic",25,100,"oceanodromous","external","Variable throughout range",2.94,NA,"English Channel",NA,NA
"2309","Sardina pilchardus","Europe - Inland waters",81,35,31,33,15,"pelagic-neritic",25,100,"oceanodromous","external","Variable throughout range",2.94,"coastal","North Sea",NA,NA
"2310","Sardina pilchardus","Atlantic, Northeast",90,36,42,69,15,"pelagic-neritic",25,100,"oceanodromous","external","Variable throughout range",2.94,NA,"English Channel",NA,NA
"2311","Sardina pilchardus","Atlantic, Northeast",90,36,42,69,15,"pelagic-neritic",25,100,"oceanodromous","external","Variable throughout range",2.94,"coastal","North Sea",NA,NA
"2312","Sardina pilchardus","Atlantic, Northeast",90,36,42,69,15,"pelagic-neritic",25,100,"oceanodromous","external","Variable throughout range",2.94,NA,"English Channel",NA,NA
"2313","Sardina pilchardus","Atlantic, Northeast",90,36,42,69,15,"pelagic-neritic",25,100,"oceanodromous","external","Variable throughout range",2.94,"coastal","North Sea",NA,NA
"2314","Sardina pilchardus","Atlantic, Eastern Central",36,6,40,13,15,"pelagic-neritic",25,100,"oceanodromous","external","Variable throughout range",2.94,NA,"English Channel",NA,NA
"2315","Sardina pilchardus","Atlantic, Eastern Central",36,6,40,13,15,"pelagic-neritic",25,100,"oceanodromous","external","Variable throughout range",2.94,"coastal","North Sea",NA,NA
"2316","Sardina pilchardus","Mediterranean and Black Sea",49,30,7,42,15,"pelagic-neritic",25,100,"oceanodromous","external","Variable throughout range",2.94,NA,"English Channel",NA,NA
"2317","Sardina pilchardus","Mediterranean and Black Sea",49,30,7,42,15,"pelagic-neritic",25,100,"oceanodromous","external","Variable throughout range",2.94,"coastal","North Sea",NA,NA
"2318","Scophthalmus rhombus","Atlantic, Northeast",90,36,42,69,5.75,"demersal",NA,NA,"oceanodromous",NA,NA,4.22,NA,NA,NA,NA
"2319","Scophthalmus rhombus","Atlantic, Northeast",90,36,42,69,5.75,"demersal",NA,NA,"oceanodromous",NA,NA,4.22,NA,NA,NA,NA
"2320","Scophthalmus rhombus","Atlantic, Eastern Central",36,6,40,13,5.75,"demersal",NA,NA,"oceanodromous",NA,NA,4.22,NA,NA,NA,NA
"2321","Scophthalmus rhombus","Mediterranean and Black Sea",49,30,7,42,5.75,"demersal",NA,NA,"oceanodromous",NA,NA,4.22,NA,NA,NA,NA
"2322","Trigla lyra","Atlantic, Northeast",90,36,42,69,7,"bathydemersal",150,400,NA,NA,NA,3.50999999046326,NA,NA,NA,NA
"2323","Trigla lyra","Atlantic, Eastern Central",36,6,40,13,7,"bathydemersal",150,400,NA,NA,NA,3.50999999046326,NA,NA,NA,NA
"2324","Trigla lyra","Mediterranean and Black Sea",49,30,7,42,7,"bathydemersal",150,400,NA,NA,NA,3.50999999046326,NA,NA,NA,NA
"2325","Trigla lyra","Atlantic, Southeast",6,50,20,30,7,"bathydemersal",150,400,NA,NA,NA,3.50999999046326,NA,NA,NA,NA
"2326","Chelidonichthys cuculus","Atlantic, Northeast",90,36,42,69,21,"demersal",30,250,NA,"external",NA,3.6,NA,"Northeast Atlantic and Mediterranean",NA,NA
"2327","Chelidonichthys cuculus","Atlantic, Eastern Central",36,6,40,13,21,"demersal",30,250,NA,"external",NA,3.6,NA,"Northeast Atlantic and Mediterranean",NA,NA
"2328","Chelidonichthys cuculus","Mediterranean and Black Sea",49,30,7,42,21,"demersal",30,250,NA,"external",NA,3.6,NA,"Northeast Atlantic and Mediterranean",NA,NA
"2329","Agonus cataphractus","Atlantic, Northeast",90,36,42,69,3,"demersal",NA,NA,NA,"external","one clear seasonal peak per year",3.26,NA,"North Sea",NA,NA
"2330","Mullus surmuletus","Atlantic, Northeast",90,36,42,69,11,"demersal",NA,NA,"oceanodromous","external","one clear seasonal peak per year",3.46,NA,"North Atlantic, English Channel area, Mediterranean and Black seas, Adriatic Sea",NA,NA
"2331","Mullus surmuletus","Atlantic, Northeast",90,36,42,69,11,"demersal",NA,NA,"oceanodromous","external","one clear seasonal peak per year",3.46,"coastal","North Sea",NA,NA
"2332","Mullus surmuletus","Atlantic, Eastern Central",36,6,40,13,11,"demersal",NA,NA,"oceanodromous","external","one clear seasonal peak per year",3.46,NA,"North Atlantic, English Channel area, Mediterranean and Black seas, Adriatic Sea",NA,NA
"2333","Mullus surmuletus","Atlantic, Eastern Central",36,6,40,13,11,"demersal",NA,NA,"oceanodromous","external","one clear seasonal peak per year",3.46,"coastal","North Sea",NA,NA
"2334","Mullus surmuletus","Mediterranean and Black Sea",49,30,7,42,11,"demersal",NA,NA,"oceanodromous","external","one clear seasonal peak per year",3.46,NA,"North Atlantic, English Channel area, Mediterranean and Black seas, Adriatic Sea",NA,NA
"2335","Mullus surmuletus","Mediterranean and Black Sea",49,30,7,42,11,"demersal",NA,NA,"oceanodromous","external","one clear seasonal peak per year",3.46,"coastal","North Sea",NA,NA
"2336","Raja montagui","Atlantic, Northeast",90,36,42,69,18,"demersal",NA,NA,NA,"internal (oviduct)",NA,3.97,NA,NA,8,"North Sea"
"2337","Raja montagui","Atlantic, Eastern Central",36,6,40,13,18,"demersal",NA,NA,NA,"internal (oviduct)",NA,3.97,NA,NA,8,"North Sea"
"2338","Raja montagui","Mediterranean and Black Sea",49,30,7,42,18,"demersal",NA,NA,NA,"internal (oviduct)",NA,3.97,NA,NA,8,"North Sea"
"2339","Scyliorhinus stellaris","Atlantic, Northeast",90,36,42,69,19,"reef-associated",20,63,NA,"internal (oviduct)",NA,3.6,NA,"Eastern Atlantic continental shelf, Mediterranean",NA,NA
"2340","Scyliorhinus stellaris","Atlantic, Eastern Central",36,6,40,13,19,"reef-associated",20,63,NA,"internal (oviduct)",NA,3.6,NA,"Eastern Atlantic continental shelf, Mediterranean",NA,NA
"2341","Scyliorhinus stellaris","Mediterranean and Black Sea",49,30,7,42,19,"reef-associated",20,63,NA,"internal (oviduct)",NA,3.6,NA,"Eastern Atlantic continental shelf, Mediterranean",NA,NA
"2342","Engraulis encrasicolus","Atlantic, Northeast",90,36,42,69,5,"pelagic-neritic",NA,NA,"oceanodromous","external","one clear seasonal peak per year",3.12,"shelf","North Sea and Channel",1,"North Sea"
"2343","Engraulis encrasicolus","Atlantic, Northeast",90,36,42,69,5,"pelagic-neritic",NA,NA,"oceanodromous","external","one clear seasonal peak per year",3.12,NA,"southeastern part of North Sea",1,"North Sea"
"2344","Engraulis encrasicolus","Atlantic, Northeast",90,36,42,69,5,"pelagic-neritic",NA,NA,"oceanodromous","external","one clear seasonal peak per year",3.12,"shelf","North Sea and Channel",1,"North Sea"
"2345","Engraulis encrasicolus","Atlantic, Northeast",90,36,42,69,5,"pelagic-neritic",NA,NA,"oceanodromous","external","one clear seasonal peak per year",3.12,NA,"southeastern part of North Sea",1,"North Sea"
"2346","Engraulis encrasicolus","Atlantic, Northeast",90,36,42,69,5,"pelagic-neritic",NA,NA,"oceanodromous","external","one clear seasonal peak per year",3.12,"shelf","North Sea and Channel",1,"North Sea"
"2347","Engraulis encrasicolus","Atlantic, Northeast",90,36,42,69,5,"pelagic-neritic",NA,NA,"oceanodromous","external","one clear seasonal peak per year",3.12,NA,"southeastern part of North Sea",1,"North Sea"
"2348","Engraulis encrasicolus","Atlantic, Eastern Central",36,6,40,13,5,"pelagic-neritic",NA,NA,"oceanodromous","external","one clear seasonal peak per year",3.12,"shelf","North Sea and Channel",1,"North Sea"
"2349","Engraulis encrasicolus","Atlantic, Eastern Central",36,6,40,13,5,"pelagic-neritic",NA,NA,"oceanodromous","external","one clear seasonal peak per year",3.12,NA,"southeastern part of North Sea",1,"North Sea"
"2350","Engraulis encrasicolus","Mediterranean and Black Sea",49,30,7,42,5,"pelagic-neritic",NA,NA,"oceanodromous","external","one clear seasonal peak per year",3.12,"shelf","North Sea and Channel",1,"North Sea"
"2351","Engraulis encrasicolus","Mediterranean and Black Sea",49,30,7,42,5,"pelagic-neritic",NA,NA,"oceanodromous","external","one clear seasonal peak per year",3.12,NA,"southeastern part of North Sea",1,"North Sea"
"2352","Engraulis encrasicolus","Atlantic, Southeast",6,50,20,30,5,"pelagic-neritic",NA,NA,"oceanodromous","external","one clear seasonal peak per year",3.12,"shelf","North Sea and Channel",1,"North Sea"
"2353","Engraulis encrasicolus","Atlantic, Southeast",6,50,20,30,5,"pelagic-neritic",NA,NA,"oceanodromous","external","one clear seasonal peak per year",3.12,NA,"southeastern part of North Sea",1,"North Sea"
"2354","Engraulis encrasicolus","Indian Ocean, Western",30,45,30,80,5,"pelagic-neritic",NA,NA,"oceanodromous","external","one clear seasonal peak per year",3.12,"shelf","North Sea and Channel",1,"North Sea"
"2355","Engraulis encrasicolus","Indian Ocean, Western",30,45,30,80,5,"pelagic-neritic",NA,NA,"oceanodromous","external","one clear seasonal peak per year",3.12,NA,"southeastern part of North Sea",1,"North Sea"
"2356","Buglossidium luteum","Atlantic, Northeast",90,36,42,69,13,"demersal",10,40,NA,"external",NA,3.31,NA,"North Sea",NA,NA
"2357","Buglossidium luteum","Atlantic, Northeast",90,36,42,69,13,"demersal",10,40,NA,"external",NA,3.31,NA,"Western part of English Channel",NA,NA
"2358","Buglossidium luteum","Atlantic, Eastern Central",36,6,40,13,13,"demersal",10,40,NA,"external",NA,3.31,NA,"North Sea",NA,NA
"2359","Buglossidium luteum","Atlantic, Eastern Central",36,6,40,13,13,"demersal",10,40,NA,"external",NA,3.31,NA,"Western part of English Channel",NA,NA
"2360","Buglossidium luteum","Mediterranean and Black Sea",49,30,7,42,13,"demersal",10,40,NA,"external",NA,3.31,NA,"North Sea",NA,NA
"2361","Buglossidium luteum","Mediterranean and Black Sea",49,30,7,42,13,"demersal",10,40,NA,"external",NA,3.31,NA,"Western part of English Channel",NA,NA
"2362","Buglossidium luteum","Atlantic, Southeast",6,50,20,30,13,"demersal",10,40,NA,"external",NA,3.31,NA,"North Sea",NA,NA
"2363","Buglossidium luteum","Atlantic, Southeast",6,50,20,30,13,"demersal",10,40,NA,"external",NA,3.31,NA,"Western part of English Channel",NA,NA
"2364","Raja undulata","Atlantic, Northeast",90,36,42,69,NA,"demersal",NA,NA,NA,"internal (oviduct)",NA,3.5,NA,NA,NA,NA
"2365","Raja undulata","Atlantic, Eastern Central",36,6,40,13,NA,"demersal",NA,NA,NA,"internal (oviduct)",NA,3.5,NA,NA,NA,NA
"2366","Raja undulata","Mediterranean and Black Sea",49,30,7,42,NA,"demersal",NA,NA,NA,"internal (oviduct)",NA,3.5,NA,NA,NA,NA
"2367","Dicentrarchus labrax","Africa-Inland Waters",38,39,25,78,30,"demersal",NA,NA,"oceanodromous","external","one clear seasonal peak per year",3.47,NA,NA,NA,NA
"2368","Dicentrarchus labrax","Asia - Inland waters",54,10,25,155,30,"demersal",NA,NA,"oceanodromous","external","one clear seasonal peak per year",3.47,NA,NA,NA,NA
"2369","Dicentrarchus labrax","Europe - Inland waters",81,35,31,33,30,"demersal",NA,NA,"oceanodromous","external","one clear seasonal peak per year",3.47,NA,NA,NA,NA
"2370","Dicentrarchus labrax","Atlantic, Northeast",90,36,42,69,30,"demersal",NA,NA,"oceanodromous","external","one clear seasonal peak per year",3.47,NA,NA,NA,NA
"2371","Dicentrarchus labrax","Atlantic, Eastern Central",36,6,40,13,30,"demersal",NA,NA,"oceanodromous","external","one clear seasonal peak per year",3.47,NA,NA,NA,NA
"2372","Dicentrarchus labrax","Mediterranean and Black Sea",49,30,7,42,30,"demersal",NA,NA,"oceanodromous","external","one clear seasonal peak per year",3.47,NA,NA,NA,NA
"2373","Lophius piscatorius","Atlantic, Northwest",79,35,95,42,24,"bathydemersal",NA,NA,NA,"external",NA,4.55,NA,NA,4.5,"North Sea"
"2374","Lophius piscatorius","Atlantic, Northeast",90,36,42,69,24,"bathydemersal",NA,NA,NA,"external",NA,4.55,NA,NA,4.5,"North Sea"
"2375","Lophius piscatorius","Atlantic, Northeast",90,36,42,69,24,"bathydemersal",NA,NA,NA,"external",NA,4.55,NA,NA,4.5,"North Sea"
"2376","Lophius piscatorius","Atlantic, Eastern Central",36,6,40,13,24,"bathydemersal",NA,NA,NA,"external",NA,4.55,NA,NA,4.5,"North Sea"
"2377","Lophius piscatorius","Mediterranean and Black Sea",49,30,7,42,24,"bathydemersal",NA,NA,NA,"external",NA,4.55,NA,NA,4.5,"North Sea"
"2378","Raja brachyura","Atlantic, Northeast",90,36,42,69,NA,"demersal",NA,NA,NA,"internal (oviduct)","one clear seasonal peak per year",3.76,NA,"Eastern Atlantic",NA,NA
"2379","Raja brachyura","Atlantic, Eastern Central",36,6,40,13,NA,"demersal",NA,NA,NA,"internal (oviduct)","one clear seasonal peak per year",3.76,NA,"Eastern Atlantic",NA,NA
"2380","Raja brachyura","Mediterranean and Black Sea",49,30,7,42,NA,"demersal",NA,NA,NA,"internal (oviduct)","one clear seasonal peak per year",3.76,NA,"Eastern Atlantic",NA,NA
"2381","Raja microocellata","Atlantic, Northeast",90,36,42,69,NA,"demersal",NA,NA,NA,"internal (oviduct)",NA,NA,NA,NA,NA,NA
"2382","Raja microocellata","Atlantic, Eastern Central",36,6,40,13,NA,"demersal",NA,NA,NA,"internal (oviduct)",NA,NA,NA,NA,NA,NA
"2383","Belone belone","Atlantic, Northeast",90,36,42,69,NA,"pelagic-oceanic",NA,NA,"oceanodromous","external",NA,4.5,NA,NA,NA,NA
"2384","Belone belone","Atlantic, Eastern Central",36,6,40,13,NA,"pelagic-oceanic",NA,NA,"oceanodromous","external",NA,4.5,NA,NA,NA,NA
"2385","Belone belone","Mediterranean and Black Sea",49,30,7,42,NA,"pelagic-oceanic",NA,NA,"oceanodromous","external",NA,4.5,NA,NA,NA,NA
"2386","Mustelus asterias","Atlantic, Northeast",90,36,42,69,NA,"demersal",NA,NA,NA,"internal (oviduct)",NA,NA,NA,NA,NA,NA
"2387","Mustelus asterias","Atlantic, Eastern Central",36,6,40,13,NA,"demersal",NA,NA,NA,"internal (oviduct)",NA,NA,NA,NA,NA,NA
"2388","Mustelus asterias","Mediterranean and Black Sea",49,30,7,42,NA,"demersal",NA,NA,NA,"internal (oviduct)",NA,NA,NA,NA,NA,NA
"2389","Mustelus mustelus","Atlantic, Northeast",90,36,42,69,24,"demersal",5,50,NA,"internal (oviduct)",NA,3.76,NA,NA,NA,NA
"2390","Mustelus mustelus","Atlantic, Eastern Central",36,6,40,13,24,"demersal",5,50,NA,"internal (oviduct)",NA,3.76,NA,NA,NA,NA
"2391","Mustelus mustelus","Mediterranean and Black Sea",49,30,7,42,24,"demersal",5,50,NA,"internal (oviduct)",NA,3.76,NA,NA,NA,NA
"2392","Mustelus mustelus","Atlantic, Southeast",6,50,20,30,24,"demersal",5,50,NA,"internal (oviduct)",NA,3.76,NA,NA,NA,NA
"2393","Mustelus mustelus","Indian Ocean, Western",30,45,30,80,24,"demersal",5,50,NA,"internal (oviduct)",NA,3.76,NA,NA,NA,NA
"2394","Platichthys flesus","Europe - Inland waters",81,35,31,33,15,"demersal",NA,NA,"catadromous","external","one clear seasonal peak per year",3.3,NA,"Southern North Sea",NA,NA
"2395","Platichthys flesus","Europe - Inland waters",81,35,31,33,15,"demersal",NA,NA,"catadromous","external","one clear seasonal peak per year",3.3,NA,"Southern North Sea",NA,NA
"2396","Platichthys flesus","Arctic Ocean",90,65,69,40,15,"demersal",NA,NA,"catadromous","external","one clear seasonal peak per year",3.3,NA,"Southern North Sea",NA,NA
"2397","Platichthys flesus","Arctic Ocean",90,65,69,40,15,"demersal",NA,NA,"catadromous","external","one clear seasonal peak per year",3.3,NA,"Southern North Sea",NA,NA
"2398","Platichthys flesus","Atlantic, Northeast",90,36,42,69,15,"demersal",NA,NA,"catadromous","external","one clear seasonal peak per year",3.3,NA,"Southern North Sea",NA,NA
"2399","Platichthys flesus","Atlantic, Northeast",90,36,42,69,15,"demersal",NA,NA,"catadromous","external","one clear seasonal peak per year",3.3,NA,"Southern North Sea",NA,NA
"2400","Platichthys flesus","Atlantic, Northeast",90,36,42,69,15,"demersal",NA,NA,"catadromous","external","one clear seasonal peak per year",3.3,NA,"Southern North Sea",NA,NA
"2401","Platichthys flesus","Atlantic, Northeast",90,36,42,69,15,"demersal",NA,NA,"catadromous","external","one clear seasonal peak per year",3.3,NA,"Southern North Sea",NA,NA
"2402","Platichthys flesus","Atlantic, Northeast",90,36,42,69,15,"demersal",NA,NA,"catadromous","external","one clear seasonal peak per year",3.3,NA,"Southern North Sea",NA,NA
"2403","Platichthys flesus","Atlantic, Northeast",90,36,42,69,15,"demersal",NA,NA,"catadromous","external","one clear seasonal peak per year",3.3,NA,"Southern North Sea",NA,NA
"2404","Platichthys flesus","Atlantic, Eastern Central",36,6,40,13,15,"demersal",NA,NA,"catadromous","external","one clear seasonal peak per year",3.3,NA,"Southern North Sea",NA,NA
"2405","Platichthys flesus","Atlantic, Eastern Central",36,6,40,13,15,"demersal",NA,NA,"catadromous","external","one clear seasonal peak per year",3.3,NA,"Southern North Sea",NA,NA
"2406","Platichthys flesus","Mediterranean and Black Sea",49,30,7,42,15,"demersal",NA,NA,"catadromous","external","one clear seasonal peak per year",3.3,NA,"Southern North Sea",NA,NA
"2407","Platichthys flesus","Mediterranean and Black Sea",49,30,7,42,15,"demersal",NA,NA,"catadromous","external","one clear seasonal peak per year",3.3,NA,"Southern North Sea",NA,NA
"2408","Eutrigla gurnardus","Atlantic, Northwest",79,35,95,42,NA,"demersal",10,150,NA,"external",NA,4.37,NA,"North Sea",NA,NA
"2409","Eutrigla gurnardus","Atlantic, Northeast",90,36,42,69,NA,"demersal",10,150,NA,"external",NA,4.37,NA,"North Sea",NA,NA
"2410","Eutrigla gurnardus","Atlantic, Eastern Central",36,6,40,13,NA,"demersal",10,150,NA,"external",NA,4.37,NA,"North Sea",NA,NA
"2411","Eutrigla gurnardus","Mediterranean and Black Sea",49,30,7,42,NA,"demersal",10,150,NA,"external",NA,4.37,NA,"North Sea",NA,NA
"2412","Alosa alosa","Africa-Inland Waters",38,39,25,78,10,"pelagic-neritic",NA,NA,"anadromous","external","once in a lifetime",3.62,NA,NA,NA,NA
"2413","Alosa alosa","Europe - Inland waters",81,35,31,33,10,"pelagic-neritic",NA,NA,"anadromous","external","once in a lifetime",3.62,NA,NA,NA,NA
"2414","Alosa alosa","Atlantic, Northeast",90,36,42,69,10,"pelagic-neritic",NA,NA,"anadromous","external","once in a lifetime",3.62,NA,NA,NA,NA
"2415","Alosa alosa","Atlantic, Eastern Central",36,6,40,13,10,"pelagic-neritic",NA,NA,"anadromous","external","once in a lifetime",3.62,NA,NA,NA,NA
"2416","Alosa alosa","Mediterranean and Black Sea",49,30,7,42,10,"pelagic-neritic",NA,NA,"anadromous","external","once in a lifetime",3.62,NA,NA,NA,NA
"2417","Leucoraja naevus","Atlantic, Northeast",90,36,42,69,NA,"demersal",20,250,NA,"internal (oviduct)","one clear seasonal peak per year",3.63,NA,NA,8,"North Sea"
"2418","Leucoraja naevus","Atlantic, Northeast",90,36,42,69,NA,"demersal",20,250,NA,"internal (oviduct)","one clear seasonal peak per year",3.63,NA,NA,9,"North Sea"
"2419","Leucoraja naevus","Atlantic, Eastern Central",36,6,40,13,NA,"demersal",20,250,NA,"internal (oviduct)","one clear seasonal peak per year",3.63,NA,NA,8,"North Sea"
"2420","Leucoraja naevus","Atlantic, Eastern Central",36,6,40,13,NA,"demersal",20,250,NA,"internal (oviduct)","one clear seasonal peak per year",3.63,NA,NA,9,"North Sea"
"2421","Leucoraja naevus","Mediterranean and Black Sea",49,30,7,42,NA,"demersal",20,250,NA,"internal (oviduct)","one clear seasonal peak per year",3.63,NA,NA,8,"North Sea"
"2422","Leucoraja naevus","Mediterranean and Black Sea",49,30,7,42,NA,"demersal",20,250,NA,"internal (oviduct)","one clear seasonal peak per year",3.63,NA,NA,9,"North Sea"
"2423","Galeorhinus galeus","Atlantic, Northeast",90,36,42,69,55,"benthopelagic",2,471,"oceanodromous","internal (oviduct)","one clear seasonal peak per year",4.3,NA,NA,NA,NA
"2424","Galeorhinus galeus","Atlantic, Eastern Central",36,6,40,13,55,"benthopelagic",2,471,"oceanodromous","internal (oviduct)","one clear seasonal peak per year",4.3,NA,NA,NA,NA
"2425","Galeorhinus galeus","Mediterranean and Black Sea",49,30,7,42,55,"benthopelagic",2,471,"oceanodromous","internal (oviduct)","one clear seasonal peak per year",4.3,NA,NA,NA,NA
"2426","Galeorhinus galeus","Atlantic, Southwest",5,60,66,20,55,"benthopelagic",2,471,"oceanodromous","internal (oviduct)","one clear seasonal peak per year",4.3,NA,NA,NA,NA
"2427","Galeorhinus galeus","Atlantic, Southeast",6,50,20,30,55,"benthopelagic",2,471,"oceanodromous","internal (oviduct)","one clear seasonal peak per year",4.3,NA,NA,NA,NA
"2428","Galeorhinus galeus","Indian Ocean, Western",30,45,30,80,55,"benthopelagic",2,471,"oceanodromous","internal (oviduct)","one clear seasonal peak per year",4.3,NA,NA,NA,NA
"2429","Galeorhinus galeus","Indian Ocean, Eastern",25,55,80,150,55,"benthopelagic",2,471,"oceanodromous","internal (oviduct)","one clear seasonal peak per year",4.3,NA,NA,NA,NA
"2430","Galeorhinus galeus","Pacific, Northwest",67,15,105,175,55,"benthopelagic",2,471,"oceanodromous","internal (oviduct)","one clear seasonal peak per year",4.3,NA,NA,NA,NA
"2431","Galeorhinus galeus","Pacific, Northeast",67,40,175,124,55,"benthopelagic",2,471,"oceanodromous","internal (oviduct)","one clear seasonal peak per year",4.3,NA,NA,NA,NA
"2432","Galeorhinus galeus","Pacific, Western Central",20,25,98,175,55,"benthopelagic",2,471,"oceanodromous","internal (oviduct)","one clear seasonal peak per year",4.3,NA,NA,NA,NA
"2433","Galeorhinus galeus","Pacific, Western Central",20,25,98,175,55,"benthopelagic",2,471,"oceanodromous","internal (oviduct)","one clear seasonal peak per year",4.3,NA,NA,NA,NA
"2434","Galeorhinus galeus","Pacific, Eastern Central",40,25,175,77,55,"benthopelagic",2,471,"oceanodromous","internal (oviduct)","one clear seasonal peak per year",4.3,NA,NA,NA,NA
"2435","Galeorhinus galeus","Pacific, Southwest",25,60,150,120,55,"benthopelagic",2,471,"oceanodromous","internal (oviduct)","one clear seasonal peak per year",4.3,NA,NA,NA,NA
